age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,education_encoded
21,Private,197583,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,16
32,Private,195602,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,10
46,Private,99014,Some-college,10.0,Divorced,Other-service,Own-child,White,Female,35,United-States,<=50K,16
62,Private,94931,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,9
34,Private,236543,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,16
57,Private,301514,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,12
32,Self-emp-inc,275094,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,55,Mexico,>50K,10
25,Private,250038,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,12
40,Private,197609,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,16
28,Private,55950,Bachelors,13.0,Never-married,Craft-repair,Own-child,Black,Female,40,Germany,<=50K,10
50,Private,109937,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,<=50K,16
52,Private,92968,Bachelors,13.0,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,10
47,Private,33865,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,48,United-States,<=50K,16
42,Private,198316,Assoc-voc,11.0,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,9
45,Self-emp-inc,281911,HS-grad,10.06420796100731,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K,12
31,Self-emp-not-inc,156033,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Male,35,United-States,<=50K,12
25,Self-emp-not-inc,314464,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,12
38,Private,111128,Some-college,10.0,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,16
24,Private,182342,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,12
36,Local-gov,212856,11th,7.0,Never-married,Other-service,Unmarried,White,Female,23,United-States,<=50K,2
61,Private,227332,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,10
32,Self-emp-not-inc,159322,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,80,United-States,<=50K,16
36,Private,312206,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,12
43,Private,174748,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,Black,Female,45,United-States,<=50K,10
55,Private,303090,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,12
28,Private,190303,Assoc-acdm,12.0,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,8
65,Private,213477,Masters,14.0,Divorced,Sales,Not-in-family,White,Male,28,United-States,<=50K,13
32,Private,161309,Prof-school,15.0,Married-civ-spouse,Craft-repair,Wife,White,Female,50,United-States,>50K,15
65,Private,262446,11th,10.06420796100731,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,<=50K,2
49,Private,148549,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,10
22,Private,164922,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,12
70,Self-emp-not-inc,143833,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,16
27,Private,277760,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,12
33,Private,130057,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,8
22,Private,63105,HS-grad,9.0,Never-married,Prof-specialty,Own-child,Black,Male,40,United-States,<=50K,12
52,Private,110954,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45,El-Salvador,>50K,12
24,Private,498349,Bachelors,13.0,Never-married,Transport-moving,Unmarried,Black,Female,40,United-States,<=50K,10
81,Private,39895,7th-8th,4.0,Widowed,Exec-managerial,Not-in-family,White,Female,2,United-States,<=50K,6
20,Private,112847,HS-grad,9.0,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K,12
20,Private,223515,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,16
40,Local-gov,99185,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,8
46,Private,251243,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,16
21,Private,235442,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,12
61,Private,123273,5th-6th,10.06420796100731,Divorced,Transport-moving,Not-in-family,White,Male,56,United-States,<=50K,5
31,Private,168906,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,10
59,Self-emp-not-inc,124771,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K,10
30,Private,190040,Bachelors,13.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,10
24,Private,176321,Some-college,10.0,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,16
45,Private,229516,HS-grad,10.06420796100731,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,72,Mexico,<=50K,12
54,Private,163826,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,12
33,Local-gov,203051,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,46,United-States,<=50K,12
18,Private,219404,5th-6th,3.0,Never-married,Farming-fishing,Not-in-family,White,Male,48,Mexico,<=50K,5
17,Private,41643,11th,7.0,Never-married,Craft-repair,Own-child,White,Female,15,United-States,<=50K,2
49,Federal-gov,110373,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,16
39,Private,102953,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,10
39,Private,375452,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,48,United-States,>50K,15
39,Private,271610,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,12
20,Private,131852,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,12
60,Private,241013,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,12
68,Private,45508,5th-6th,3.0,Married-spouse-absent,Sales,Not-in-family,White,Male,22,United-States,<=50K,5
47,Private,293623,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Dominican-Republic,<=50K,2
33,Private,226629,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,16
34,Private,190385,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,13
60,Private,389254,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,12
46,Private,431515,Bachelors,13.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,10
59,Private,284834,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,<=50K,10
21,Private,202125,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,12
29,Private,187746,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,16
20,Private,135716,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,44,United-States,<=50K,12
53,Private,268545,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Jamaica,<=50K,12
30,Private,267281,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,10
31,Private,113364,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
42,Private,294431,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,10
34,Private,162604,HS-grad,9.0,Never-married,Craft-repair,Other-relative,Black,Male,40,United-States,<=50K,12
41,Private,38397,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,12
34,Private,127651,10th,6.0,Never-married,Farming-fishing,Not-in-family,White,Male,44,United-States,<=50K,1
32,Private,157747,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,16
38,Local-gov,225605,Some-college,10.06420796100731,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,<=50K,16
34,Private,300687,HS-grad,10.06420796100731,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,12
69,Self-emp-not-inc,227906,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,30,Germany,<=50K,12
40,Local-gov,208875,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,13
41,Private,202822,HS-grad,9.0,Separated,Craft-repair,Not-in-family,Black,Female,32,United-States,<=50K,12
62,Self-emp-not-inc,369734,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,12
40,State-gov,151038,Bachelors,13.0,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,10
38,Private,343403,Assoc-acdm,12.0,Divorced,Adm-clerical,Not-in-family,White,Female,16,United-States,<=50K,8
40,Private,190621,Some-college,10.0,Divorced,Exec-managerial,Other-relative,Black,Female,55,United-States,<=50K,16
64,Private,104756,Some-college,10.06420796100731,Widowed,Craft-repair,Unmarried,White,Female,8,United-States,<=50K,16
41,Private,84817,Assoc-voc,11.0,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,9
22,Private,293324,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,12
20,Private,162667,HS-grad,9.0,Never-married,Craft-repair,Other-relative,White,Male,40,El-Salvador,<=50K,12
21,Private,265148,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,38,Jamaica,<=50K,12
35,Private,176544,Some-college,10.0,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K,16
49,Private,154451,11th,7.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,35,United-States,<=50K,2
46,Private,403911,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,9
34,Private,207301,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,20,United-States,<=50K,12
42,Private,29702,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,>50K,12
26,Self-emp-not-inc,334267,Some-college,10.0,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,16
20,Private,380544,Assoc-acdm,10.06420796100731,Never-married,Transport-moving,Own-child,White,Male,20,United-States,<=50K,8
29,Private,264166,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,60,Mexico,<=50K,16
48,Private,30289,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,1
30,Private,87418,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,10
28,Private,110408,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,12
51,Private,275507,Some-college,10.0,Divorced,Sales,Unmarried,Black,Female,50,United-States,<=50K,16
68,Private,353524,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,6
36,Federal-gov,210945,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,70,United-States,<=50K,16
56,Self-emp-not-inc,201318,9th,5.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,50,Columbia,<=50K,7
32,Local-gov,191731,Some-college,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,16
59,Private,31137,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
67,Self-emp-not-inc,75140,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,<=50K,12
21,Private,263641,HS-grad,9.0,Divorced,Sales,Other-relative,White,Female,40,United-States,<=50K,12
26,Private,56929,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,<=50K,10
45,Private,240356,Some-college,10.0,Divorced,Sales,Not-in-family,White,Female,55,United-States,<=50K,16
46,State-gov,250821,Prof-school,10.06420796100731,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,15
34,Private,144949,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,1
33,Private,295591,Preschool,1.0,Never-married,Farming-fishing,Not-in-family,White,Male,40,Mexico,<=50K,14
29,Private,337953,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,9
36,Private,128757,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,Black,Male,36,United-States,>50K,10
53,Local-gov,207449,10th,6.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,1
29,Private,439263,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,35,Peru,<=50K,12
30,Private,173005,Some-college,10.06420796100731,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,16
61,Private,72442,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,2
23,Private,234108,Assoc-acdm,12.0,Never-married,Handlers-cleaners,Own-child,White,Male,32,United-States,<=50K,8
33,Private,145402,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,35,United-States,<=50K,12
52,Private,75839,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,16
37,Private,84306,Some-college,10.06420796100731,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,16
41,Private,155041,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Female,40,United-States,<=50K,12
45,State-gov,199326,Masters,10.06420796100731,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,13
43,Private,245937,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,<=50K,16
40,Private,205706,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,12
53,Self-emp-not-inc,163826,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,16
42,Local-gov,121718,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,13
37,Private,526968,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,38,United-States,>50K,13
56,Private,157786,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,10
26,Private,58350,Bachelors,10.06420796100731,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,10
43,Local-gov,188291,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,15
41,Private,103980,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,United-States,<=50K,16
44,Private,146659,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K,13
49,Private,222829,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,>50K,13
29,Private,159109,11th,7.0,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,<=50K,2
59,Private,157303,Some-college,10.06420796100731,Divorced,Prof-specialty,Not-in-family,White,Female,48,United-States,<=50K,16
44,Local-gov,135056,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,16,United-States,<=50K,13
23,Private,157127,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K,16
39,Private,75891,Bachelors,13.0,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,10
31,State-gov,209954,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,16
21,Private,137510,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,20,Germany,<=50K,12
41,Private,277488,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,36,United-States,<=50K,6
29,Self-emp-not-inc,144063,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States,<=50K,6
48,Private,212120,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,12
65,Private,149811,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,59,Canada,<=50K,12
56,Private,398067,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,12
41,Private,316820,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,15
62,Private,207443,11th,7.0,Never-married,Machine-op-inspct,Other-relative,White,Male,50,United-States,<=50K,2
30,Private,117028,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,12
59,Self-emp-not-inc,83542,Assoc-acdm,12.0,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,8
24,Private,125031,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,12
47,Private,189680,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Italy,>50K,6
44,Private,202565,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,12
31,Private,119432,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,10
39,Private,85783,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,28,United-States,<=50K,10
40,Private,196626,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K,12
65,Private,143118,HS-grad,9.0,Widowed,Craft-repair,Unmarried,White,Female,10,United-States,<=50K,12
17,Private,181337,10th,10.06420796100731,Never-married,Craft-repair,Own-child,Other,Female,20,United-States,<=50K,1
41,Private,147372,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,<=50K,12
26,Private,214413,11th,10.06420796100731,Never-married,Machine-op-inspct,Unmarried,White,Male,48,United-States,<=50K,2
25,Private,240676,Some-college,10.0,Divorced,Tech-support,Own-child,White,Female,40,United-States,<=50K,16
35,Private,270059,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,30,United-States,<=50K,16
20,Private,195767,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,12
26,Private,288959,HS-grad,9.0,Married-civ-spouse,Sales,Husband,Black,Male,36,United-States,<=50K,12
18,Private,198616,12th,10.06420796100731,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,3
18,Private,164134,HS-grad,10.06420796100731,Never-married,Tech-support,Own-child,White,Female,10,United-States,<=50K,12
29,Private,37088,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,16
53,Private,321865,Prof-school,15.0,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K,15
32,State-gov,71151,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,20,United-States,<=50K,10
39,Private,175232,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K,10
36,Private,211022,Assoc-voc,11.0,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,9
45,Private,105779,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,12
20,Private,115057,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,16
43,Private,69758,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K,8
46,Private,57929,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Male,25,United-States,<=50K,12
63,Private,186809,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,>50K,10
28,Private,199998,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,25,United-States,<=50K,12
26,Private,180246,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,16
41,State-gov,197558,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,10
43,Private,307767,HS-grad,10.06420796100731,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
56,Self-emp-not-inc,144380,Some-college,10.0,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,50,United-States,<=50K,16
65,Private,299494,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,2
52,Private,84451,Assoc-voc,11.0,Divorced,Other-service,Not-in-family,White,Male,32,United-States,<=50K,9
28,Private,109621,Assoc-acdm,12.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,8
34,Local-gov,254270,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,10
54,Private,146834,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,16
73,Private,153127,Some-college,10.0,Widowed,Priv-house-serv,Unmarried,White,Female,10,United-States,<=50K,16
38,Private,66686,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,9
30,Private,101697,Bachelors,13.0,Married-civ-spouse,Craft-repair,Wife,White,Female,20,United-States,<=50K,10
56,Local-gov,155657,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,10
25,Private,137367,Bachelors,13.0,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,44,Philippines,<=50K,10
31,Private,204829,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,12
30,Private,83066,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,30,United-States,<=50K,12
51,Private,59840,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,12
26,Private,357933,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K,16
31,Self-emp-not-inc,213643,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K,13
33,Private,221324,Assoc-voc,11.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,9
30,Private,226296,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,13
44,Private,165492,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,16
20,Private,225395,7th-8th,4.0,Never-married,Machine-op-inspct,Other-relative,White,Female,60,Mexico,<=50K,6
18,Private,118376,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,16,United-States,<=50K,16
24,Private,186213,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,16
69,Self-emp-inc,182451,Bachelors,13.0,Separated,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,10
75,Private,200068,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,<=50K,16
53,State-gov,144586,Some-college,10.0,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,<=50K,16
31,Private,83413,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,12
43,Private,188786,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,16
23,Private,180771,1st-4th,2.0,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,35,Mexico,<=50K,4
28,Private,196690,Assoc-voc,11.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,42,United-States,<=50K,9
37,State-gov,252939,Assoc-voc,11.0,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,9
41,Self-emp-not-inc,120539,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,16
40,Private,307767,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,12
25,Self-emp-not-inc,368115,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,35,United-States,>50K,10
31,Private,247444,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Columbia,<=50K,9
47,Private,341762,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,12
38,Private,175360,10th,6.0,Never-married,Prof-specialty,Not-in-family,White,Male,90,United-States,>50K,1
38,Private,54317,Some-college,10.06420796100731,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,<=50K,16
34,Private,21755,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,63,United-States,<=50K,12
26,Private,296372,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Female,40,United-States,<=50K,12
38,Self-emp-not-inc,239045,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,11
32,Private,119522,Bachelors,13.0,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,10
53,Private,117932,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,12
46,Federal-gov,233555,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,12
42,Private,238384,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,36,United-States,<=50K,12
33,Private,314310,HS-grad,9.0,Married-spouse-absent,Sales,Not-in-family,White,Male,20,United-States,<=50K,12
47,Private,237914,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,12
50,Self-emp-not-inc,124793,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,16
49,Private,204629,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,10
32,Private,147654,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,12
46,Federal-gov,195023,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,16
24,Private,187229,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Black,Female,40,United-States,<=50K,12
34,Private,113198,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,28,United-States,<=50K,8
45,Private,22610,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,16
20,Private,47791,12th,8.0,Divorced,Other-service,Not-in-family,White,Female,10,United-States,<=50K,3
35,Private,356238,Assoc-acdm,12.0,Never-married,Other-service,Not-in-family,White,Female,80,United-States,>50K,8
38,Private,87282,Assoc-voc,11.0,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,United-States,<=50K,9
39,Local-gov,177907,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,12
29,Private,267034,11th,7.0,Never-married,Craft-repair,Own-child,Black,Male,40,Haiti,<=50K,2
47,Private,235683,Masters,10.06420796100731,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,13
32,Self-emp-inc,209691,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Canada,<=50K,10
